Title,Artist,BPM,Key,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
This Is How We Do,Big Tymers,101,11A,Other,10 Years Of Bling Vol. 2,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Big Tymers - This Is How We Do_pn.mp3,11A - Energy 6 - www.mediahuman.com,2011,-13.2 dB,6,8,0
ILLEGAL WEAPON | GARRY SANDHU /JASMINE SANDLAS | INTENSE | FRESH MEDIA RECORDS,,94,2A,,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Fixed (Not Uploaded)\ILLEGAL WEAPON _ GARRY SANDHU _JASMINE SANDLAS _ INTENSE _ FRESH MEDIA RECORDS_pn.mp3,2A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,8,0
Presidential,Youngbloodz,85,6A,,,,1/14/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs to Upload in Platinum Notes & Mixed In Key\Songs to upload fixed\Youngbloodz - Presidential_pn.mp3,6A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,8,0
Le bon sens (clip officiel),ALBA,110,7A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\ALBA - Le bon sens (clip officiel)_pn.mp3,7A - Energy 5 - www.mediahuman.com,,-12.9 dB,5,8,0
You Be Killin Em (Instrumental),Fabolous,94,11A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Fabolous - You Be Killin Em (Instrumental)_pn.mp3,11A - Energy 6,2011,-13.0 dB,6,8,0
Born To Make You Happy (Intro Clean),Britney Spears,84,10A,Pop,,,11/19/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Britney Spears - Born To Make You Happy (Intro Clean)_pn.mp3,10A - Energy 6,1999,-12.7 dB,6,8,0
Turn My Scale On (Feat. Fabolous),Young Jeezy,150,1B,Hip-Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Old Hard Drive Sounds Fixed\Jeezy ft Fabolous - Turn My Scale On_pn.mp3,1B - Energy 7,2009,-12.8 dB,7,8,0
Like A G6 (BPM Supreme 100-125 Transition) (Clean Extended),"Far East Movement, The Cataracs & Dev",133,6A,Pop,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Far East Movement, The Cataracs & Dev - Like A G6 (BPM Supreme 100-125 Transition) (Clean Extended)_pn.mp3",6A - Energy 7,2010,-12.7 dB,7,7,0
Lemonade (Remix) (Quick Hit Dirty),Internet Money ft Don Toliver & Roddy Ricch,140,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Internet Money ft Don Toliver & Roddy Ricch - Lemonade (Remix) (Quick Hit Dirty)_pn.mp3,12A - Energy 6,2020,-12.8 dB,6,8,0
"Fun, Fun, Fun",The Beach Boys,160,5B,Other,                              ,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive (Backup)\Beach Boys - Fun, Fun, Fun.mp3",5B - Energy 5                              ,,-15.4 dB,5,8,22
A Couple Grand,Yung Joc,80,9A,Rap,New Joc City (Bonus Tracks),,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Old Hard Drive Sounds Fixed\Yung Joc - A Couple Grand_pn.mp3,9A - Energy 7 - Here are some tracks that didn't make the cd and some that Yung Joc appeared on. Special thanks to vfaggella1 for hooking me up with most of the songs...enjoy!!,2006,-12.7 dB,7,3,0
"Purple Swag (Remix) feat: Paul Wall, Bun B, Killa Kyleon",ASAP Rocky,115,6A,,,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\ASAP Rocky - Purple Swag (Remix) feat_ Paul Wall, Bun B, Killa Kyleon_pn.mp3",6A - Energy 5 - www.mediahuman.com,,-12.9 dB,5,8,0
After Hours (Intro Clean),The Weeknd,109,5A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Weeknd - After Hours (Intro Clean)_pn.mp3,5A - Energy 6,2020,-12.8 dB,6,8,0
It's Raining Men,Weather Girls,136,4A,-1,New Title,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Weather Girls - It's Raining Men_pn.mp3,4A - Energy 7,,-13.2 dB,7,8,0
A Thousand Miles (Quick Hit Clean),Vanessa Carlton,95,1B,Pop,,,12/3/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Vanessa Carlton - A Thousand Miles (Quick Hit Clean)_pn.mp3,1B - Energy 4,2002,-13.4 dB,4,7,0
Neighbor (Quick Hit Dirty),Juicy J ft Travis Scott,140,4A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Juicy J ft Travis Scott - Neighbor (Quick Hit Dirty)_pn.mp3,4A - Energy 5,2018,-12.7 dB,5,8,0
Give It To Me ,Timbaland Feat. Nelly Furtado & Justin Timberlake,111,1A,Hip-Hop,Presents: Shock Value,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Timbaland Ft Justin Timberlake, Nelly Furtado - Give It To Me_pn.mp3",1A - Energy 6,2007,-12.9 dB,6,8,0
Don’t Look Back In Anger,Oasis,82,8B,,,,2/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\SAS LT\Oasis - Don’t Look Back In Anger_pn.mp3,8B - Energy 4 - www.mediahuman.com,,-12.9 dB,4,8,0
Sheikh Talk,Tyga,97,2A,,,,1/14/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs to Upload in Platinum Notes & Mixed In Key\Songs to upload fixed\Tyga - Sheikh Talk_pn.mp3,2A - Energy 5 - www.mediahuman.com,,-12.9 dB,5,8,0
Shape Of You (Joe Maz & Major Lazer Mashup) (Clean) (Short Edit),Ed Sheeran,102,12A,Moombahton,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Ed Sheeran - Shape Of You (Joe Maz & Major Lazer Mashup) (Clean) (Short Edit)_pn.mp3,12A - Energy 7,2017,-12.8 dB,7,4,0
Fabolous   Keepin It Gangsta,,93,8A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Fabolous   Keepin It Gangsta_pn.mp3,8A - Energy 6 - www.mediahuman.com,,-13.2 dB,6,8,0
Not Afraid,Eminem,172,5A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Eminem - Not Afraid_pn.mp3,5A - Energy 5 - www.mediahuman.com,,-13.0 dB,5,8,0
Chambea (DJDX) (Quick Hit Dirty),Bad Bunny,116,4A,Latin Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Bad Bunny - Chambea (DJDX) (Quick Hit Dirty)_pn.mp3,4A - Energy 7,2017,-12.9 dB,7,5,0
Astronaut In the Ocean (Quick Hit Dirty),Masked Wolf,150,11A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Masked Wolf - Astronaut In the Ocean (Quick Hit Dirty)_pn.mp3,11A - Energy 6,2021,-13.1 dB,6,4,0
Lullaby,BENNETT,142,3A,,,,5/18/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\BENNETT - Lullaby_pn.mp3,3A - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
Island In The Sun (Intro Clean),Weezer,115,9A,Alternative,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Weezer - Island In The Sun (Intro Clean)_pn.mp3,9A - Energy 7,,-13.0 dB,7,8,0
Draped Up (Quick Hit Dirty),Bun B ft Lil Keke,150,5A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Bun B ft Lil Keke - Draped Up (Quick Hit Dirty)_pn.mp3,5A - Energy 6,2005,-12.9 dB,6,5,0
Barbie Girl (Dirty Extended),"White Star, Muzik Junkies & Alvin Anthony",130,6A,House,,,7/29/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\White Star, Muzik Junkies & Alvin Anthony - Barbie Girl (Dirty Extended)_pn.mp3",6A - Energy 7,2023,-12.8 dB,7,8,0
Aaj Me Peeni,"PBN, Sanjay Dhaliwal",96,9A,,Ready Or Not,,1/13/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Unfixed\Indian Songs Fixed\PBN, Sanjay Dhaliwal - Aaj Me Peeni_pn.mp3",9A - Energy 6 - www.mediahuman.com,2005,-13.0 dB,6,8,0
How to Save a Life,The Fray,122,6B,Other,Grey's Anatomy Soundtrack 2,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Old Hard Drive Sounds Fixed\The Fray - How to save a Life_pn.mp3,6B - Energy 5,,-12.9 dB,5,8,0
My Humps (Lil Jon Remix) (Intro Dirty),The Black Eyed Peas,125,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Black Eyed Peas - My Humps (Lil Jon Remix) (Intro Dirty)_pn.mp3,12A - Energy 7,2005,-12.7 dB,7,8,0
DOPENESS (Intro Dirty),The Black Eyed Peas ft CL,100,2A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Black Eyed Peas ft CL - DOPENESS (Intro Dirty)_pn.mp3,2A - Energy 6,2018,-12.9 dB,6,8,0
Just Can't Get Enough (Intro Clean),The Black Eyed Peas,95,5A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Black Eyed Peas - Just Can't Get Enough (Intro Clean)_pn.mp3,5A - Energy 6,2011,-13.1 dB,6,8,0
Smalltown Boy,Bronski Beat,134,5A,,,,10/26/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Bronski Beat - Smalltown Boy_pn.mp3,5A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
A Bar Song (Tipsy) (AY LYEN & HYPER BUNKER Remix),Shaboozey,81,11B,Techno,,,5/25/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Shaboozey - A Bar Song (Tipsy) (AY LYEN & HYPER BUNKER Remix)_pn.mp3,11B - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Ladies Birthday Anthem (Dirty) (Short Edit),Lil Jon & DJ Kontrol,100,1A,Twerk,,,10/26/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Lil Jon & DJ Kontrol - Ladies Birthday Anthem (Dirty) (Short Edit)_pn.mp3,1A - Energy 8 - For Promotional Use Only By: www.bpmsupreme.com,,-13.4 dB,8,5,0
Swalla (Intro Dirty),Jason Derulo ft Nicki Minaj & Ty Dolla Sign,98,2A,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Jason Derulo ft Nicki Minaj & Ty Dolla Sign - Swalla (Intro Dirty)_pn.mp3,2A - Energy 6,2017,-12.8 dB,6,8,0
Alien,Galantis x Lucas & Steve x Ilira,124,1A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Galantis x Lucas & Steve x Ilira - Alien-1_pn.mp3,1A - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
Fallin In Love,Akon,95,8A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Akon - Fallin In Love_pn.mp3,8A - Energy 6,,-13.5 dB,6,6,0
What I like about you,Romantics,80,11B,-1,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive Sound Fixed\Romantics - What I Like About You_pn.mp3,11B - Energy 7,,-12.9 dB,7,4,0
I KNOW (Dirty),Travis Scott,118,4A,Hip Hop,,,7/29/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Travis Scott - I KNOW (Dirty)_pn.mp3,4A - Energy 6,2023,-13.0 dB,6,8,0
Right Above It (Intro Dirty),Lil Wayne ft Drake,152,2B,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Lil Wayne ft Drake - Right Above It (Intro Dirty)_pn.mp3,2B - Energy 7,2010,-12.8 dB,7,8,0
Roses (Imanbek Remix Latino Gang) (Dirty Short Edit),SAINt JHN & J Balvin,122,4A,Dance Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\SAINt JHN & J Balvin - Roses (Imanbek Remix Latino Gang) (Dirty Short Edit)_pn.mp3,4A - Energy 6,2020,-13.2 dB,6,6,0
all good (feat. Future),Roddy Ricch,83,7A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Roddy Ricch - all good (feat. Future)_pn.mp3,7A - Energy 4 - www.mediahuman.com,,-12.8 dB,4,8,0
Cruel Summer,Bananarama,108,12A,Other,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive Sound Fixed\Bananarama - Cruel Summer_pn.mp3,12A - Energy 7,,-13.5 dB,7,8,0
Castle (Intro Dirty),Eminem,85,8A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Eminem - Castle (Intro Dirty)_pn.mp3,8A - Energy 6,2017,-12.9 dB,6,8,0
Hot Shit feat. Kanye West & Lil Durk,Cardi B,157,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Cardi B - Hot Shit feat. Kanye West & Lil Durk_pn.mp3,9A - Energy 5 - www.mediahuman.com,,-12.8 dB,5,8,0
Jimmi Jimmi Jimmi Aaja Aaja Aaja Aaja Re Mere - Parvati Khan,Disco Dancer,129,6A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Disco Dancer - Jimmi Jimmi Jimmi Aaja Aaja Aaja Aaja Re Mere - Parvati Khan_pn.mp3,6A - Energy 4 - www.mediahuman.com,,-12.8 dB,4,8,0
Broke Boys (Intro Dirty),Drake & 21 Savage,120,6A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Drake & 21 Savage - Broke Boys (Intro Dirty)_pn.mp3,6A - Energy 5,2022,-12.7 dB,5,7,0
Resilient - Tiësto Remix,Katy Perry ft. Aitana,127,8B,House,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Katy Perry - Resilient - Tiësto Remix_pn.mp3,8B - Energy 6,2020,-12.8 dB,6,8,0
My Hitta (Remix) (Intro Dirty),"YG ft Lil Wayne, Meek Mill, Nicki Minaj, & Rich Homie Quan",86,2A,Hip Hop,,www.bpmsupreme.com,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\YG ft Lil Wayne, Meek Mill, Nicki Minaj, & Rich Homie Quan - My Hitta (Remix) (Intro Dirty)_pn.mp3",2A - Energy 5 - For Promotional Use Only By: www.bpmsupreme.com,,-12.9 dB,5,8,0
Dangerous (Lyric Video) ft Sam Martin,David Guetta,92,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\David Guetta - Dangerous (Lyric Video) ft Sam Martin_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,4,0
Gangsta's Paradise (Instrumental),Coolio ft L.V.,80,5A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Coolio ft L.V. - Gangsta's Paradise (Instrumental)_pn.mp3,5A - Energy 6,1996,-13.4 dB,6,8,0
Mamma Got Ass (She Get It From Her Mamma) (Intro Dirty),Juvenile,97,11A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Juvenile - Mamma Got Ass (She Get It From Her Mamma) (Intro Dirty)_pn.mp3,11A - Energy 7,2001,-12.9 dB,7,8,0
100 Bottles (Short Edit),"Low Pros ft Travis Scott, A-Trak, Lex Luger",137,11A,Trap,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Low Pros ft Travis Scott, A-Trak, Lex Luger - 100 Bottles (Short Edit)_pn.mp3",11A - Energy 7 - For Promotional Use Only By: www.bpmsupreme.com,,-12.8 dB,7,8,0
Sho Nuff (Dirty),Tela feat. Eightball & MJG,146,10A,Other,                              ,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Tela feat. Eightball & MJG - Sho Nuff_pn.mp3,10A - Energy 7 - Energy 7                              ,,-12.9 dB,7,5,0
Summer (Extended),Calvin Haris ft Kelis,128,9A,Dance,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Calvin Haris ft Kelis - Summer (Extended)_pn.mp3,9A - Energy 7 - For Promotional Use Only By: www.bpmsupreme.com,,-12.9 dB,7,8,0
Take What You Want (BPM Supreme Edit) (Dirty Extended),Post Malone ft Ozzy Osbourne & Travis Scott,140,12A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Post Malone ft Ozzy Osbourne & Travis Scott - Take What You Want (BPM Supreme Edit) (Dirty Extended)_pn.mp3,12A - Energy 6,2019,-12.7 dB,6,8,0
Putt Sardaran Da,B21,90,3A,,By Public Demand,,1/13/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Unfixed\Indian Songs Fixed\B21 - Putt Sardaran Da_pn.mp3,3A - Energy 7 - www.mediahuman.com,1998,-13.5 dB,7,8,0
Bitches Love Me (BPM) (Intro Dirty),"Lil Wayne feat Drake, Future",125,2A,Hip  Hop,,www.bpmsupreme.com,1/22/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Lil Wayne feat Drake, Future - Bitches Love Me (BPM) (Intro Dirty)_pn.mp3","2A - Energy 7 - For Promotional Use Only By:
www.bpmsupreme.com",,-13.1 dB,7,8,0
Lithium,Nirvana,123,6A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Nirvana - Lithium_pn.mp3,6A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,8,0
Mirrors (2k22),SkiDropz x Natalia Kills,130,12A,,,,6/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\SkiDropz x Natalia Kills - Mirrors (2k22)_pn.mp3,12A - Energy 8 - www.mediahuman.com,,-12.8 dB,8,8,0
T'd Up (Quick Hit Dirty),Rae Sremmurd,152,5A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Rae Sremmurd - T'd Up (Quick Hit Dirty)_pn.mp3,5A - Energy 4,2018,-12.6 dB,4,4,0
YO YO HONEY SINGH FT. J STAR - OFFICIAL VIDEO - PLANET RECORDZ | #punjabisong,GABRU,88,3A,,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Fixed (Not Uploaded)\GABRU - YO YO HONEY SINGH FT. J STAR - OFFICIAL VIDEO - PLANET RECORDZ _ #punjabisong_pn.mp3,3A - Energy 7 - www.mediahuman.com,,-13.3 dB,7,8,0
You Can't Hurry Love,Phil Collins,97,9B,Pop,...Hits,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Phil Collins - You Can't Hurry Love_pn.mp3,9B - Energy 6 - Energy 6                              ,1998,-13.1 dB,6,3,0
Stomp,Young Buck Ft. Ludacris & T.I.,80,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Young Buck Ft. Ludacris & T.I. - Stomp_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,4,0
Come Undone (Quick Hit Clean),Duran Duran,87,5A,Alternative,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Duran Duran - Come Undone (Quick Hit Clean)_pn.mp3,5A - Energy 7,1993,-12.7 dB,7,8,0
Runnin (Intro Dirty),"Mike Will Made It, ASAP Rocky, ASAP Ferg & Nicki Minaj",100,3A,Hip Hop,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Mike Will Made It, ASAP Rocky, ASAP Ferg & Nicki Minaj - Runnin (Intro Dirty)_pn.mp3",3A - Energy 7,2018,-12.7 dB,7,6,0
Why Do You Lie To Me (Dirty Short Edit),Topic & A7S ft Lil Baby,120,9A,Dance Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Topic & A7S ft Lil Baby - Why Do You Lie To Me (Dirty Short Edit)_pn.mp3,9A - Energy 8,2020,-13.4 dB,8,5,0
Magical Love,INNA,124,9A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\INNA - Magical Love_pn.mp3,9A - Energy 6 - www.mediahuman.com,,-12.7 dB,6,8,0
Low (Intro Dirty),Flo Rida ft T-Pain,128,2A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Flo Rida ft T-Pain - Low (Intro Dirty)_pn.mp3,2A - Energy 7,2007,-12.8 dB,7,8,0
Crew Love (Intro Dirty),Drake ft The Weeknd,80,5A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Drake ft The Weeknd - Crew Love (Intro Dirty)_pn.mp3,5A - Energy 6,2018,-12.8 dB,6,8,0
"""Since U Been Gone (Juliet's Version)"" ft. Kelly Clarkson – & Juliet",,137,2B,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Since U Been Gone (Juliet's Version) ft. Kelly Clarkson – & Juliet_pn.mp3,2B - Energy 7 - www.mediahuman.com,,-12.9 dB,7,6,0
Animals (Muzik Junkies Halloween Edit) (Clean),Martin Garrix,130,4A,Electro House,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Martin Garrix - Animals (Muzik Junkies Halloween Edit) (Clean)_pn.mp3,4A - Energy 7,2023,-13.0 dB,7,5,0
Heart of Glass,Blondie,115,12B,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Blondie - Heart of Glass_pn.mp3,12B - Energy 6,,-13.8 dB,6,8,0
Bandolero (Cesar Castilla Clap Starter) (Clean Short Edit),Pitbull & Gypsy Kings,120,7A,Pop,,,11/19/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Pitbull & Gypsy Kings - Bandolero (Cesar Castilla Clap Starter) (Clean Short Edit)_pn.mp3,7A - Energy 8,2023,-13.0 dB,8,5,0
Wake Me Up,Avicii,124,10A,,,,12/24/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs from Spotify 2\Songs from Spotify 2 Fixed\Avicii - Wake Me Up_pn.mp3,10A - Energy 6 - www.mediahuman.com,,-13.3 dB,6,8,0
Live Your Life (Quick Hit Dirty),T.I. ft Rihanna,80,10A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\T.I. ft Rihanna - Live Your Life (Quick Hit Dirty)_pn.mp3,10A - Energy 6,2008,-12.8 dB,6,8,0
Get Low (Dirty),Ying Yang Twins,101,5A,Lil john,Kings Of Crunk,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Flo-rida ft T Pain - Get Low_pn.mp3,5A - Energy 6,2002,-12.8 dB,6,8,0
Higher (Intro Clean),Clean Bandit ft iann dior,104,12A,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Clean Bandit ft iann dior - Higher (Intro Clean)_pn.mp3,12A - Energy 6,2021,-12.9 dB,6,6,0
Say My Name,"David Guetta, Bebe Rexha & J Balvin",95,3A,,,,12/19/2022,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\David Guetta, Bebe Rexha & J Balvin - Say My Name_pn.mp3",3A - Energy 6 - www.mediahuman.com,,-13.0 dB,6,8,0
Both (Intro Dirty),Gucci Mane ft Drake,140,6A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Gucci Mane ft Drake - Both (Intro Dirty)_pn.mp3,6A - Energy 6,2016,-12.8 dB,6,8,0
Time After Time,Cyndi Lauper,130,8B,,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive Sound Fixed\Cyndi Lauper - Time After Time_pn.mp3,8B - Energy 4,,-13.0 dB,4,4,0
Raindrops (Insane) (Intro Dirty),Metro Boomin ft Travis Scott,112,6A,Hip Hop,,,3/30/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Metro Boomin ft Travis Scott - Raindrops (Insane) (Intro Dirty)_pn.mp3,6A - Energy 6,2022,-12.8 dB,6,7,0
Say What's Real (Intro Dirty),Drake,86,5A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Drake - Say What's Real (Intro Dirty)_pn.mp3,"5A - Energy 5 - For Promotional Use Only:
www.bpmsupreme.com",,-12.9 dB,5,8,0
Get It Big (Remix) ,Trap Starz feat Chamillionaire,140,2A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Trap Starz - Get It Big (Remix) feat Chamillionaire_pn.mp3,2A - Energy 7,2007,-12.9 dB,7,8,0
L'Amour Toujours (Keenan & Santos Remix) (Clean) (Extended),Dzeko & Torres ft Delaney Jane,146,5A,Trap,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Dzeko & Torres ft Delaney Jane - L'Amour Toujours (Keenan & Santos Remix) (Clean) (Extended)_pn.mp3,5A - Energy 8,,-12.8 dB,8,8,0
Seeing Green (Quick Hit Dirty),Nicki Minaj ft Drake & Lill Wayne,150,6A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Nicki Minaj ft Drake & Lill Wayne - Seeing Green (Quick Hit Dirty)_pn.mp3,6A - Energy 7,2021,-12.7 dB,7,8,0
